series_title,imdb_rating,age_of_series,r_rated,no_of_seasons,sentiment,multiple_platforms,netflix,hulu,prime_video,true_crime,world_war,award_winning,serial_killer,emmy_award,love,genre_gameshow,genre_animation,genre_children,genre_crime,genre_drama,genre_anime,genre_comedy,genre_documentary,genre_reality,genre_fiction,genre_actionadventure,genre_homegarden,genre_standuptalk
Goblin Slayer,7.5,2,1,1,0.8679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Son,7.5,3,0,2,-0.6908,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Xavier: Renegade Angel,7.7,13,1,2,-0.0056,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Wu Assassins,6.4,1,1,1,-0.5423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Pitch,7.4,4,0,1,0.7778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Major Crimes,7.7,8,0,6,0.0865,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Dragon Ball GT,6.8,24,0,3,0.8497,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Kim Possible,7.2,18,0,4,-0.3164,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Gurren Lagann,8.3,13,0,1,-0.296,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Little Dorrit,8.2,12,0,1,0.2398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Get Shorty,8.2,3,1,3,-0.8481,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Gilmore Girls: A Year in the Life,7.7,4,0,1,0.4215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Breakout Kings,7.3,9,0,2,-0.9202,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Single Parents,7.0,2,0,2,0.7845,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Confession Tapes,7.5,3,0,2,-0.8887,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Prodigal Son,8.1,1,0,1,-0.9501,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Made In Abyss,8.4,3,1,1,-0.3182,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Beforeigners,7.9,1,0,1,-0.8658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
The Outer Limits,7.7,25,1,7,-0.6059,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Bleak House,8.3,15,0,1,0.4588,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gunsmoke,7.9,65,0,20,0.3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Through The Wormhole,8.6,10,0,8,0.9094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Claws,7.3,3,1,3,-0.0276,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Twisted,7.3,7,0,1,-0.9103,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ugly Delicious,7.8,2,1,2,0.8586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Conversations with a Killer: The Ted Bundy Tapes,7.8,1,1,1,-0.9738,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Escape to the Chateau,8.6,4,0,6,-0.7595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Spiral,8.5,15,0,8,-0.8271,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
That Time I Got Reincarnated as a Slime,8.0,2,0,2,0.9638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Flintstones,7.5,60,0,6,0.4939,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Central Park,6.6,0,0,1,0.8016,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Tacoma FD,8.0,1,0,2,0.4951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Blue Spring Ride,7.4,6,0,1,0.955,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Briarpatch,6.5,0,1,1,-0.9601,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
The Powerpuff Girls,7.2,22,0,7,0.128,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Client List,6.6,8,0,2,0.9077,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Animaniacs,7.9,27,0,5,-0.9463,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Reply 1988,9.0,5,0,1,0.743,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
The Blacklist: Redemption,7.1,3,0,1,0.6786,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Numb3rs,6.9,14,0,6,-0.34,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
The Mick,7.8,3,0,2,-0.1531,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Highlander: The Series,7.2,28,0,6,0.9223,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Club de Cuervos,8.2,5,1,4,0.6597,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Unforgettable,6.7,9,0,4,0.8393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Enlightened,7.5,9,1,2,0.8074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
White Gold,7.4,3,1,2,0.4767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The King: Eternal Monarch,8.3,0,0,1,-0.5267,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Untamed,8.9,1,0,1,-0.9811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Hinterland,7.6,7,0,3,-0.821,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Jean-Claude Van Johnson,7.6,4,0,1,0.8555,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
The Trials of Gabriel Fernandez,8.2,0,1,1,-0.9565,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Drunk History,7.8,7,0,6,0.9531,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ThunderCats,7.8,9,0,1,-0.63,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Strike,7.9,3,0,3,-0.8271,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Hellcats,6.7,10,0,1,0.8473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Nisekoi,7.2,6,0,2,0.8692,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Saving Grace,7.6,13,1,3,0.4215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
The Purge,6.4,2,1,2,-0.8133,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Agatha Christie's Marple,7.8,16,0,6,0.7845,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Being Mary Jane,7.5,6,0,5,0.7406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Friends from College,6.8,3,1,2,0.7326,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Detectorists,8.6,6,0,3,-0.2023,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The League of Gentlemen,8.4,21,1,4,0.4939,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rilakkuma and Kaoru,8.4,1,0,1,-0.6497,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Anthony Bourdain: No Reservations,8.4,15,0,14,0.9313,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Shark Tank,7.6,11,0,11,0.6808,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Darker than Black,7.8,13,0,2,-0.8591,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CSI: Miami,6.4,18,0,10,-0.765,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Innocence Files,8.0,0,0,1,0.7425,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
FlashForward,7.5,11,0,1,0.9096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
The Bold Type,8.0,3,0,4,0.8555,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Detroiters,7.7,3,0,2,0.9782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cable Girls,7.7,3,0,5,-0.2263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Paranoia Agent,8.1,16,1,1,-0.9872,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Ergo Proxy,8.0,14,0,1,0.802,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Self Made: Inspired by the Life of Madam C.J. Walker,7.4,0,0,1,0.7902,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Comedians in Cars Getting Coffee,8.1,8,0,11,0.91,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Bull,7.0,4,0,4,0.9402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Kamisama Kiss,8.1,8,0,2,0.9887,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
That's So Raven,6.6,17,0,4,0.5325,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Awkwafina is Nora From Queens,6.9,0,0,1,0.886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Surviving R. Kelly,7.6,1,1,2,0.3162,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Ben 10: Ultimate Alien,7.5,10,0,3,-0.2732,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Giri/Haji,7.9,1,0,1,-0.8078,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Breathe: Into the Shadows,7.7,0,0,1,-0.9606,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
November 13: Attack on Paris,8.3,2,1,1,-0.9044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Forensic Files,8.8,24,0,15,-0.7579,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
RUN,6.2,0,1,1,0.9468,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Roadies,7.4,4,1,1,0.7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Ouran High School Host Club,8.2,14,0,1,0.8481,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Magi,7.8,8,0,2,0.2003,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Manhunt,7.4,1,0,1,-0.4033,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Junjo Romantica,7.6,12,1,3,0.931,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Danny Phantom,7.1,16,0,3,0.4215,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Steven Universe Future,7.4,1,0,2,-0.25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Clone High,8.1,18,0,1,0.6124,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Dororo,8.4,1,1,1,0.0258,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Good Girls Revolt,8.2,5,0,1,0.2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dispatches from Elsewhere,6.6,0,0,1,-0.5423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Famous in Love,6.9,3,0,2,0.9697,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Howards End,7.3,3,0,1,0.8883,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Slasher,6.7,4,1,3,-0.9652,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Deadliest Catch,7.8,15,0,16,0.2263,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Room 104,6.1,3,1,4,0.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Undateable,7.3,6,0,3,0.9965,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Z Nation,6.7,6,1,5,0.8885,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Chesapeake Shores,7.6,4,0,4,0.5859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Invisible Man,8.9,20,0,2,0.7893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Ace of Diamond,8.1,7,0,3,0.91,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Truth Be Told,7.1,1,1,1,-0.8487,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Immigration Nation,7.2,0,0,1,0.4576,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Black Lagoon,8.0,14,1,3,-0.5859,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Grinder,7.1,5,0,1,0.2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Virgin River,7.5,1,0,1,0.6486,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
How the Universe Works,8.9,10,0,8,0.0772,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Batman,7.3,16,0,5,0.0772,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Forever,7.2,2,1,1,0.9265,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Bar Rescue,7.6,9,0,11,0.9169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Selena + Chef,8.0,0,0,1,-0.7202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Dead Zone,7.4,18,0,6,0.2682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Secrets and Lies,7.6,5,0,2,-0.8335,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
The Hunt,9.3,5,0,1,-0.0276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lewis,8.0,13,0,9,-0.6369,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tales of the City,8.3,27,0,1,-0.1796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Stan Lee's Lucky Man,7.2,4,0,3,-0.6705,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Taken,6.6,3,0,2,-0.9702,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Family Ties,7.2,38,0,7,0.296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Top Chef,7.6,14,0,17,-0.0258,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Army Wives,7.2,13,0,7,0.8744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Devious Maids,7.8,7,0,4,0.7264,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Pet Girl of Sakurasou,7.8,8,0,1,-0.5888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Trial by Media,7.2,0,0,1,-0.5574,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The Universe,8.8,13,0,9,-0.34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Black Donnellys,8.1,13,0,1,-0.9619,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
The Heirs,7.5,7,0,1,0.9758,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Visible: Out On Television,8.2,0,1,1,-0.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Holey Moley,7.0,1,0,2,0.6478,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ben 10: Omniverse,5.8,8,0,8,-0.8126,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Afro Samurai,7.7,13,1,1,-0.5118,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Superman: The Animated Series,8.1,24,0,4,0.4005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Tuca & Bertie,7.4,1,0,1,0.8588,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Year of the Rabbit,7.4,1,0,1,0.9299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Comeback,8.0,15,1,2,-0.2846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NOVA,8.7,46,0,44,0.7269,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Melissa & Joey,7.0,10,0,4,0.5106,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ben 10: Alien Force,7.1,12,0,3,-0.6908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Naked Director,7.8,1,1,1,0.4588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Carol Burnett Show,8.8,53,0,11,0.9729,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tut,7.1,5,0,1,0.906,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Boat,7.3,9,0,3,-0.1531,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
What's Wrong with Secretary Kim,8.1,2,0,1,-0.6858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Seraph of the End,7.5,5,0,2,-0.6705,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9-1-1: Lone Star,6.5,0,0,1,-0.9389,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Real Time with Bill Maher,7.4,17,1,18,0.8442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
H2O: Just Add Water,7.2,14,0,3,-0.6597,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mystery Road,7.6,2,1,2,-0.8558,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Wet Hot American Summer: First Day of Camp,7.4,5,0,1,0.0516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kitchen Nightmares,7.4,13,0,7,0.8553,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dark Tourist,7.5,2,1,1,0.4404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
The Baker and the Beauty,7.3,0,0,1,0.9668,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Ugly Americans,8.0,10,0,2,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Bluey,9.7,2,0,3,0.8402,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Mr. Sunshine,8.8,2,0,1,0.9001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Transplant,7.6,0,0,1,-0.3818,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90210,6.1,12,0,5,0.5719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Workin' Moms,7.5,3,0,4,0.9062,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Better Late Than Never,8.5,4,0,2,0.984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Hollow,7.2,2,0,2,-0.0534,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
LA to Vegas,7.1,2,0,1,0.8658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Oliver Stone's Untold History of the United States,8.6,8,0,1,0.5574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sekirei,7.4,12,1,2,0.5965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Clannad,7.9,13,0,2,-0.251,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Apple Tree Yard,7.1,3,1,1,-0.866,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Felicity,6.8,22,0,4,0.9722,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Good Luck Charlie,7.0,10,0,4,0.9962,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
How to Make It in America,7.9,10,1,2,0.7351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Pinky and the Brain,7.8,25,0,4,-0.9559,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Black Money Love,7.2,6,0,2,-0.6204,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Magnum P.I.,5.7,2,0,2,0.6369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Unicorn,7.0,1,0,1,0.9413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Still Game,8.9,18,0,9,-0.4404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tabula Rasa,8.1,3,1,1,-0.4404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Other Two,7.3,1,1,1,0.6997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Real Housewives of Beverly Hills,4.9,10,0,10,0.4939,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Criminal: UK,7.4,1,1,1,-0.9153,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Remington Steele,7.2,38,0,5,0.7469,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Cardcaptor Sakura,8.0,22,0,4,-0.5719,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Sense and Sensibility,8.0,12,0,1,0.6542,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Clannad After Story,8.6,11,0,1,0.0772,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
My Boys,7.3,14,0,4,0.9642,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mystery Science Theater 3000: The Return,8.0,3,0,2,0.1243,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Just Add Magic,8.2,5,0,4,0.2263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Brink,7.8,5,1,1,-0.8689,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Borgia,7.8,9,1,3,-0.0772,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Vicious,8.1,7,0,2,0.2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Grand Designs,8.5,21,0,17,0.6249,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
World’s Toughest Race: Eco-Challenge Fiji,7.8,0,0,1,0.714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Chi,7.4,2,1,3,0.9253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
